budget,company,country,genre,gross,rating,runtime,score,votes,year
90000000,Touchstone Pictures,USA,Action,111549836,R,132,7.3,199848,1998
48000000,Universal Pictures,USA,Crime,37562568,R,123,7,75099,1998
65000000,TriStar Pictures,USA,Action,94095523,PG-13,136,6.7,144796,1998
26000000,Walt Disney Pictures,USA,Comedy,65705771,PG-13,121,7,61035,1998
60000000,Universal Pictures,USA,Horror,21456130,R,105,4.6,39983,1998
15000000,Metro-Goldwyn-Mayer (MGM),Australia,Horror,17411331,R,84,5.5,18255,1998
40000000,New Line Cinema,USA,Comedy,40568025,PG-13,124,7.5,108475,1998
30000000,Walt Disney Pictures,USA,Drama,60053195,PG-13,114,5.9,20726,1998
60000000,Warner Bros.,UK,Action,14567883,R,99,6,46241,1998
40000000,Universal Pictures,USA,Action,54682547,PG-13,108,6.1,81216,1998
10000000,Columbia Pictures Industries,USA,Comedy,25339117,PG-13,100,6.5,39581,1998
60000000,Warner Bros.,USA,Action,57167405,PG-13,131,6.5,82606,1998
28000000,Universal Pictures,USA,Action,13979599,PG-13,123,4.8,27480,1998
50000000,TriStar Pictures,USA,Comedy,91137662,PG-13,124,6.7,50401,1998
140000000,Warner Bros.,USA,Action,130444603,R,127,6.6,135019,1998
90000000,Universal Pictures,USA,Biography,135026902,PG-13,115,6.7,86765,1998
60000000,Warner Bros.,USA,Action,23322832,PG-13,89,3.7,36811,1998
71500000,Walt Disney Pictures,USA,Comedy,144156605,PG-13,85,5.3,79986,1998
105000000,DreamWorks Animation,USA,Animation,90757863,PG,83,6.6,131396,1998
24000000,Columbia Pictures Industries,USA,Horror,40002112,R,100,4.6,58906,1998
66000000,Walt Disney Pictures,USA,Drama,83898313,PG-13,121,7,90546,1998
60000000,Warner Bros.,USA,Crime,67638368,R,107,6.5,68263,1998
80000000,Warner Bros.,USA,Drama,37020277,PG-13,134,6,87413,1998
70000000,Walt Disney Pictures,USA,Action,40981289,R,116,6.3,61043,1998
60000000,Touchstone Pictures,USA,Drama,75383563,PG-13,170,6.6,34250,1998
30000000,Columbia Pictures Industries,USA,Action,18967571,R,87,6.1,24291,1998
30000000,Walt Disney Pictures,USA,Comedy,26525834,R,108,6.8,22893,1998
85000000,Warner Bros.,USA,Comedy,34545030,PG,101,5.3,26466,1998
4500000,New Line Cinema,USA,Comedy,23031390,R,104,5.7,4688,1998
25000000,Touchstone Pictures,USA,Drama,21554585,R,136,6.9,38487,1998
13000000,Metro-Goldwyn-Mayer (MGM),Canada,Comedy,9975684,PG-13,82,6.4,20926,1998
0,Metro-Goldwyn-Mayer (MGM),USA,Action,19165560,R,93,4.3,23941,1998
13000000,TriStar Pictures,USA,Action,27052167,R,91,6.1,25792,1998
40000000,Warner Bros.,USA,Animation,22717758,G,86,6.2,12174,1998
27000000,Walt Disney Pictures,USA,Action,10297897,PG-13,122,6,8995,1998
0,Castle Rock Entertainment,USA,Comedy,219932,R,91,5.7,2482,1998
75000000,Touchstone Pictures,USA,Drama,56702901,PG-13,115,6.5,24412,1998
15000000,Walt Disney Pictures,USA,Comedy,29106737,R,111,6,16506,1998
20000000,Walt Disney Pictures,USA,Comedy,37672350,R,124,5.6,5794,1998
0,TriStar Pictures,USA,Drama,13513622,PG-13,96,5.3,8036,1998
0,Universal Pictures,USA,Action,12829351,PG-13,89,5.3,7181,1998
8000000,Castle Rock Entertainment,USA,Comedy,2987297,R,113,6.6,10509,1998
23000000,DreamWorks Animation,USA,Adventure,27008669,PG,91,6.5,12531,1998
0,Columbia Pictures Industries,UK,Comedy,477903,R,95,7.1,6735,1998
0,Castle Rock Entertainment,Germany,Crime,5840581,R,114,6,6906,1998
5000000,Castle Rock Entertainment,USA,Comedy,1980338,R,116,7,12839,1998
19000000,Walt Disney Pictures,USA,Thriller,8041665,R,89,4.6,3270,1998
0,Castle Rock Entertainment,USA,Comedy,7985929,PG,103,4.9,5996,1998
30000000,Walt Disney Pictures,USA,Comedy,12213678,PG,86,5.4,7267,1998
15000000,DreamWorks Animation,USA,Drama,130096601,R,122,8.4,899755,1999
63000000,Warner Bros.,USA,Action,171479930,R,136,8.7,1339820,1999
60000000,Castle Rock Entertainment,USA,Crime,136801374,R,189,8.5,879924,1999
11000000,Universal Pictures,USA,Comedy,102561004,R,95,7,332271,1999
65000000,Warner Bros.,UK,Drama,55691208,R,159,7.3,246014,1999
80000000,Universal Pictures,USA,Action,155247825,PG-13,124,7,340714,1999
30000000,Touchstone Pictures,USA,Comedy,38176108,PG-13,97,7.2,244103,1999
60000000,Warner Bros.,USA,Action,73648142,R,105,5.8,105864,1999
10000000,Walt Disney Pictures,USA,Comedy,10824921,R,89,7.8,212640,1999
10500000,Columbia Pictures Industries,USA,Drama,38328567,R,97,6.8,157466,1999
45000000,DreamWorks Animation,USA,Adventure,71583916,PG,102,7.3,130142,1999
33000000,New Line Cinema,USA,Action,206040086,PG-13,95,6.6,191205,1999
40000000,Columbia Pictures Industries,USA,Biography,28871190,R,127,7.4,135410,1999
130000000,Walt Disney Pictures,USA,Animation,171091819,G,88,7.2,160561,1999
82000000,Universal Pictures,UK,Biography,34580635,R,118,7.4,105653,1999
66000000,Walt Disney Pictures,USA,Action,87704396,PG-13,113,6.3,93659,1999
70000000,Warner Bros.,USA,Animation,23159305,PG,86,8,140243,1999
25000000,Universal Pictures,USA,Biography,32481825,PG,108,7.8,69372,1999
68000000,Touchstone Pictures,USA,Biography,28965197,R,157,7.9,141001,1999
75000000,Warner Bros.,USA,Action,60652036,R,114,7.1,145142,1999
55000000,Warner Bros.,USA,Drama,75530832,R,162,6.8,101796,1999
55000000,Universal Pictures,USA,Comedy,66384775,PG-13,97,6.4,59541,1999
160000000,Touchstone Pictures,USA,Action,32698899,R,102,6.6,105423,1999
73000000,Columbia Pictures Industries,USA,Crime,66518655,R,118,6.7,129642,1999
68000000,Universal Pictures,USA,Action,29655590,PG-13,121,6.1,56155,1999
15000000,New Line Cinema,Germany,Comedy,10561238,PG-13,97,6.6,28434,1999
80000000,DreamWorks Animation,USA,Fantasy,91411151,PG-13,113,4.9,61842,1999
133000000,Columbia Pictures Industries,Germany,Adventure,140035367,PG,84,5.9,103603,1999
20000000,Columbia Pictures Industries,USA,Comedy,16842303,R,102,7.3,61476,1999
40000000,Columbia Pictures Industries,Germany,Mystery,36663315,R,123,6.5,109400,1999
75000000,New Line Cinema,USA,Drama,10672566,R,109,5.3,47987,1999
16000000,Columbia Pictures Industries,Germany,Mystery,15500000,R,100,7,56325,1999
25000000,Columbia Pictures Industries,USA,Comedy,4002955,R,92,6.2,35197,1999
6500000,New Line Cinema,USA,Comedy,4217115,R,95,6.8,31824,1999
29000000,Metro-Goldwyn-Mayer (MGM),USA,Horror,50046268,R,103,6.2,57128,1999
90000000,Walt Disney Pictures,USA,Action,97403112,PG,78,4.1,38883,1999
8500000,Walt Disney Pictures,USA,Comedy,17845337,PG-13,91,5.7,15840,1999
80000000,Universal Pictures,USA,Drama,35168395,PG-13,137,6.6,27499,1999
65000000,Columbia Pictures Industries,USA,Action,68518533,PG-13,93,6.3,64009,1999
80000000,Walt Disney Pictures,USA,Animation,60655420,G,100,7.2,29666,1999
20000000,DreamWorks Animation,USA,Comedy,8276228,PG-13,88,5.4,3641,1999
75000000,DreamWorks Animation,USA,Comedy,52888180,PG-13,105,5.4,28258,1999
23000000,Columbia Pictures Industries,UK,Drama,10660147,R,102,7.2,18698,1999
55000000,Warner Bros.,USA,Crime,16635339,R,127,6.6,27145,1999
30000000,Columbia Pictures Industries,USA,Crime,4155234,R,108,5.1,4711,1999
64000000,Columbia Pictures Industries,USA,Drama,31054924,R,133,5.1,17776,1999
50000000,Castle Rock Entertainment,USA,Comedy,27067160,R,95,5.9,19215,1999
38000000,Columbia Pictures Industries,USA,Drama,13376506,PG-13,106,6.3,11136,1999
75000000,Castle Rock Entertainment,UK,Comedy,33864342,PG-13,102,5.8,31178,1999
65000000,Walt Disney Pictures,USA,Comedy,36830057,PG,94,5,11414,1999
45000000,Columbia Pictures Industries,France,Drama,4956401,PG-13,120,6.5,13320,1999
60000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,22365133,PG-13,128,5.9,11819,1999
35000000,Universal Pictures,USA,Drama,630779,R,138,6.8,11587,1999
15000000,Columbia Pictures Industries,Germany,Comedy,1954202,PG-13,111,6.3,6108,1999
28000000,Touchstone Pictures,USA,Comedy,4554569,R,112,6.9,8298,1999
51000000,New Line Cinema,USA,Comedy,21731001,PG-13,101,5,15339,1999
0,New Line Cinema,USA,Drama,239894,R,106,5,4983,1999
25000000,New Line Cinema,USA,Action,15156200,R,110,6,15959,1999
35000000,Universal Pictures,USA,Drama,14378353,PG-13,127,6.8,12701,1999
20000000,Warner Bros.,Australia,Comedy,10544143,PG-13,98,6.1,16906,1999
50000000,Metro-Goldwyn-Mayer (MGM),USA,Action,13260050,R,92,4.2,7995,1999
70000000,Universal Pictures,USA,Comedy,9694105,PG,77,3.9,8641,1999
0,Columbia Pictures Industries,China,Drama,1280090,G,89,7.9,10983,1999
103000000,DreamWorks Animation,USA,Action,187705427,R,155,8.5,1081122,2000
110000000,Columbia Pictures Industries,USA,Action,113330342,R,165,7.2,221478,2000
0,Columbia Pictures Industries,UK,Comedy,30328156,R,104,8.3,654846,2000
75000000,Touchstone Pictures,USA,Drama,95011339,PG-13,106,7.2,280513,2000
60000000,Columbia Pictures Industries,USA,Adventure,32534850,R,122,7.9,220062,2000
90000000,Walt Disney Pictures,USA,Adventure,233632142,PG-13,143,7.8,429806,2000
75000000,Walt Disney Pictures,USA,Action,157299717,PG-13,104,7.4,493164,2000
95000000,Columbia Pictures Industries,USA,Action,73209340,R,112,5.7,107767,2000
100000000,DreamWorks Animation,USA,Drama,155464351,PG-13,130,6.6,103332,2000
23000000,New Line Cinema,USA,Horror,53331147,R,98,6.7,194181,2000
93000000,Columbia Pictures Industries,USA,Action,125305545,PG-13,98,5.5,153010,2000
16000000,DreamWorks Animation,USA,Adventure,68540777,R,93,6.5,140390,2000
26000000,Touchstone Pictures,UK,Adventure,45506619,PG-13,107,7.8,242380,2000
90000000,Touchstone Pictures,USA,Action,101648571,PG-13,118,6.5,230823,2000
33000000,New Line Cinema,USA,Horror,61334059,R,107,6.3,84206,2000
123000000,Universal Pictures,USA,Comedy,260044825,PG,104,6,155553,2000
100000000,Touchstone Pictures,USA,Adventure,60883407,PG,114,5.6,63522,2000
52000000,Universal Pictures,USA,Biography,125595205,R,131,7.3,145443,2000
45000000,Castle Rock Entertainment,USA,Action,106807667,PG-13,109,6.2,150621,2000
100000000,Walt Disney Pictures,USA,Animation,89302687,G,78,7.3,141885,2000
73000000,Warner Bros.,USA,Action,21471685,PG-13,118,2.4,68160,2000
95000000,DreamWorks Animation,USA,Animation,50863742,PG,89,6.9,65786,2000
30000000,Touchstone Pictures,UK,Comedy,27277055,R,113,7.5,150311,2000
51000000,Walt Disney Pictures,USA,Comedy,90570999,R,116,6.6,196521,2000
6000000,Castle Rock Entertainment,USA,Comedy,18621249,PG-13,90,7.5,48351,2000
127500000,Walt Disney Pictures,USA,Animation,137748063,PG,82,6.5,42134,2000
48000000,Walt Disney Pictures,USA,Comedy,37879996,PG-13,93,6,86122,2000
55000000,Universal Pictures,USA,Comedy,166244045,PG-13,108,7,275232,2000
31000000,New Line Cinema,USA,Crime,45010278,PG-13,118,7.4,87828,2000
140000000,Warner Bros.,USA,Action,182618434,PG-13,130,6.4,139439,2000
80000000,New Line Cinema,USA,Drama,34592089,PG-13,145,7.3,47719,2000
40000000,Warner Bros.,USA,Drama,33519628,PG-13,123,7.2,101554,2000
13000000,Walt Disney Pictures,USA,Comedy,46729800,PG-13,83,5.5,121888,2000
15000000,Walt Disney Pictures,USA,Comedy,33771174,PG-13,120,6.8,28510,2000
7000000,New Line Cinema,USA,Crime,16938179,R,120,7,43830,2000
83000000,Universal Pictures,USA,Comedy,35268275,PG,90,3.6,16842,2000
84000000,Universal Pictures,USA,Comedy,123309890,PG-13,106,4.3,41835,2000
29000000,Columbia Pictures Industries,USA,Drama,17174870,PG-13,115,6.7,16575,2000
11000000,New Line Cinema,USA,Comedy,57328603,R,98,6.1,30194,2000
60000000,Universal Pictures,USA,Comedy,75793305,PG-13,125,6.7,90612,2000
80000000,Walt Disney Pictures,USA,Drama,30695227,PG-13,126,6.7,48043,2000
62000000,Universal Pictures,France,Action,77086030,PG-13,116,6.6,68714,2000
55000000,Touchstone Pictures,USA,Action,56937502,PG-13,110,6.6,103550,2000
57000000,Columbia Pictures Industries,USA,Drama,15527125,PG-13,116,5.8,11851,2000
30000000,Walt Disney Pictures,USA,Action,117559438,PG-13,99,5.1,71163,2000
43000000,Columbia Pictures Industries,USA,Comedy,37170488,PG-13,103,6,37015,2000
75000000,Columbia Pictures Industries,USA,Action,69243859,PG-13,124,5.9,52111,2000
25000000,Warner Bros.,USA,Action,55973336,R,115,6.1,59814,2000
65000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,37752931,PG-13,103,5.5,21504,2000
43000000,Columbia Pictures Industries,USA,Drama,51804714,PG-13,136,7.3,75692,2000
32000000,Columbia Pictures Industries,USA,Comedy,8735529,PG-13,94,5.5,8432,2000
45000000,New Line Cinema,USA,Action,15220685,PG-13,107,3.6,28683,2000
80000000,Warner Bros.,USA,Action,17480890,PG-13,106,5.7,49905,2000
24000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,32662299,PG,115,6.9,17212,2000
65000000,Castle Rock Entertainment,USA,Action,32598931,R,135,6.2,50964,2000
35000000,Universal Pictures,USA,Action,35007180,PG-13,106,5.6,28112,2000
60000000,Columbia Pictures Industries,Germany,Comedy,36050230,PG-13,94,4.8,10627,2000
25000000,DreamWorks Animation,USA,Comedy,17071230,PG,94,6.7,32888,2000
10000000,New Line Cinema,USA,Comedy,2185266,R,135,6.5,9042,2000
10000000,Universal Pictures,USA,Comedy,7027345,PG-13,81,5.7,7286,2000
50000000,Columbia Pictures Industries,USA,Adventure,6543194,PG-13,114,5.6,3933,2000
51000000,Castle Rock Entertainment,Canada,Action,15325127,R,119,5.7,9493,2000
125000000,Warner Bros.,UK,Adventure,317575550,PG,152,7.5,499582,2001
93000000,New Line Cinema,New Zealand,Adventure,315544750,PG-13,178,8.8,1352483,2001
58000000,Universal Pictures,USA,Biography,170742341,PG-13,135,8.2,681379,2001
45000000,Warner Bros.,USA,Crime,76631907,R,122,7.7,328937,2001
18000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,96520674,PG-13,96,6.2,145161,2001
38000000,Universal Pictures,USA,Action,144533925,PG-13,106,6.7,295769,2001
60000000,DreamWorks Animation,USA,Animation,267665011,PG,90,7.9,506495,2001
87000000,Metro-Goldwyn-Mayer (MGM),USA,Crime,165092268,R,131,6.8,221016,2001
100000000,Walt Disney Pictures,USA,Action,180011740,PG-13,119,5.7,189575,2001
85000000,Warner Bros.,USA,Crime,183405771,PG-13,116,7.8,434421,2001
140000000,Touchstone Pictures,USA,Action,198542554,PG-13,183,6.1,272170,2001
21000000,Touchstone Pictures,USA,Comedy,52364010,R,110,7.6,225505,2001
50000000,Walt Disney Pictures,Australia,Drama,57386607,PG-13,127,7.6,236999,2001
57000000,Warner Bros.,USA,Drama,17008282,R,105,6.2,36324,2001
100000000,Warner Bros.,USA,Adventure,78616689,PG-13,146,7.1,255580,2001
26000000,Walt Disney Pictures,USA,Comedy,108248956,G,111,6.3,103820,2001
15000000,Columbia Pictures Industries,USA,Comedy,38252284,R,89,5.7,85003,2001
98000000,Universal Pictures,USA,Action,202019785,PG-13,130,6.3,264562,2001
65000000,Columbia Pictures Industries,USA,Action,56569702,PG-13,132,6.9,146093,2001
120000000,Walt Disney Pictures,USA,Animation,84052762,PG,95,6.8,80961,2001
35000000,Walt Disney Pictures,USA,Horror,31602566,R,122,6.8,131821,2001
42000000,Warner Bros.,USA,Horror,41867960,R,91,5.6,69143,2001
42000000,Metro-Goldwyn-Mayer (MGM),France,Drama,16252765,R,116,6,47417,2001
22000000,New Line Cinema,USA,Drama,40311852,PG-13,132,7.6,128721,2001
93000000,Universal Pictures,USA,Action,181171875,PG-13,92,5.9,239644,2001
107000000,Columbia Pictures Industries,USA,Biography,58203105,R,157,6.8,83314,2001
39000000,Universal Pictures,Canada,Comedy,14252830,PG-13,98,5.3,19643,2001
40000000,Walt Disney Pictures,USA,Comedy,70836296,PG-13,114,5.9,114670,2001
11000000,New Line Cinema,USA,Action,13121555,R,91,4.4,41959,2001
90000000,New Line Cinema,USA,Action,226164286,PG-13,90,6.6,171603,2001
17700000,Columbia Pictures Industries,USA,Adventure,27087695,PG-13,91,5.9,44133,2001
57000000,DreamWorks Animation,USA,Adventure,66808615,R,123,6.1,91818,2001
40000000,Walt Disney Pictures,USA,Action,59068786,PG-13,106,6.4,90731,2001
80000000,Columbia Pictures Industries,USA,Comedy,38345494,PG-13,101,6.1,106732,2001
115000000,Universal Pictures,Germany,Action,26871,R,126,7.1,127397,2001
16000000,Columbia Pictures Industries,USA,Crime,28734552,R,130,6.4,10533,2001
70000000,Warner Bros.,USA,Animation,13596911,PG,95,6.3,27295,2001
40000000,Warner Bros.,USA,Drama,25288103,PG-13,119,6.7,74702,2001
75000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,41575141,PG-13,123,6.5,59465,2001
72000000,DreamWorks Animation,USA,Action,18208078,R,131,6.9,60328,2001
10000000,Warner Bros.,USA,Horror,20384136,R,96,4.7,21498,2001
35000000,Columbia Pictures Industries,Germany,Comedy,60400856,PG-13,103,5.2,65818,2001
60000000,New Line Cinema,USA,Action,24403552,R,120,6.1,44327,2001
31000000,Castle Rock Entertainment,USA,Drama,24185781,PG-13,101,6.9,32102,2001
72000000,Castle Rock Entertainment,USA,Drama,27807266,PG,152,6.9,47073,2001
25000000,Walt Disney Pictures,France,Action,36845124,R,98,6.6,55439,2001
48000000,Columbia Pictures Industries,USA,Biography,30165536,PG-13,132,6.5,23914,2001
24000000,Touchstone Pictures,USA,Comedy,13903262,PG-13,89,6.3,15136,2001
60000000,Warner Bros.,USA,Action,93385515,PG,87,5.1,48987,2001
30000000,Columbia Pictures Industries,USA,Crime,18001232,PG-13,106,5.8,27097,2001
22000000,Columbia Pictures Industries,USA,Action,19351569,PG-13,90,5.9,34712,2001
34000000,Warner Bros.,USA,Comedy,19693891,PG-13,108,5,13643,2001
11000000,New Line Cinema,USA,Comedy,13276953,PG-13,81,5.6,12035,2001
75000000,Walt Disney Pictures,USA,Animation,5411999,PG-13,93,4.7,15048,2001
18000000,Columbia Pictures Industries,USA,Comedy,13729742,R,109,6.1,25012,2001
57000000,Universal Pictures,UK,Drama,25543895,R,131,5.9,29405,2001
14000000,Universal Pictures,USA,Comedy,10397365,PG-13,86,5.4,12325,2001
50000000,Walt Disney Pictures,USA,Adventure,33422806,PG-13,95,4.8,32829,2001
0,New Line Cinema,USA,Crime,11632420,R,92,6.1,20533,2001
13000000,Touchstone Pictures,USA,Drama,16929123,PG-13,99,6.5,22201,2001
50000000,Warner Bros.,USA,Action,51758599,R,101,5.5,28779,2001
30000000,Metro-Goldwyn-Mayer (MGM),USA,Action,10965209,PG-13,105,6.1,26399,2001
25000000,Walt Disney Pictures,USA,Comedy,17292381,PG,86,5.4,6177,2001
90000000,New Line Cinema,USA,Comedy,6719973,R,104,4.4,4284,2001
60000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,32095318,PG-13,94,5.5,13245,2001
33000000,DreamWorks Animation,USA,Comedy,7496522,PG-13,103,6.8,33870,2001
70000000,Walt Disney Pictures,USA,Comedy,112952899,PG,87,4.7,36199,2001
22000000,Walt Disney Pictures,USA,Drama,4273372,PG-13,104,2.2,20019,2001
25000000,Walt Disney Pictures,USA,Comedy,5516708,R,95,4.9,11736,2001
16000000,New Line Cinema,USA,Crime,7307756,R,96,4.1,5852,2001
0,New Line Cinema,USA,Comedy,912442,R,87,6.9,15833,2001
35000000,Warner Bros.,USA,Action,33357476,PG,94,5.4,7788,2001
11000000,Touchstone Pictures,USA,Comedy,23978402,PG-13,86,4.6,11303,2001
13500000,Universal Pictures,USA,Crime,687194,R,105,6,5794,2001
139000000,Columbia Pictures Industries,USA,Action,403706375,PG-13,121,7.3,587005,2002
52000000,DreamWorks Animation,USA,Biography,164615351,PG-13,141,8.1,611179,2002
11000000,Warner Bros.,USA,Drama,41227069,PG,101,7.4,174670,2002
94000000,New Line Cinema,USA,Adventure,342551365,PG-13,179,8.7,1206786,2002
48000000,DreamWorks Animation,USA,Horror,129128133,PG-13,115,7.1,275425,2002
84000000,Warner Bros.,USA,Animation,153288182,PG,100,5,77811,2002
102000000,Walt Disney Pictures,USA,Action,132072926,PG-13,145,7.7,430579,2002
60000000,Universal Pictures,USA,Action,121661683,PG-13,119,7.9,442597,2002
35000000,Touchstone Pictures,UK,Action,54234062,PG-13,131,7.7,111649,2002
80000000,DreamWorks Animation,USA,Crime,104454762,R,117,7.7,214021,2002
38000000,Touchstone Pictures,USA,Comedy,127223418,PG-13,108,6.2,89028,2002
48000000,Columbia Pictures Industries,USA,Crime,96397334,R,112,6.8,220623,2002
78000000,Universal Pictures,Germany,Crime,93149898,R,124,7.2,215791,2002
140000000,Columbia Pictures Industries,USA,Action,190418803,PG-13,88,6.1,284356,2002
72000000,Touchstone Pictures,USA,Drama,227966634,PG-13,106,6.7,292420,2002
54000000,New Line Cinema,Germany,Action,82348319,R,117,6.7,171317,2002
59000000,Walt Disney Pictures,USA,Animation,176387405,PG,81,7.6,357258,2002
0,Touchstone Pictures,USA,Comedy,35081594,PG-13,104,5.5,79439,2002
80000000,Walt Disney Pictures,USA,Animation,145794338,PG,85,7.2,131270,2002
63000000,New Line Cinema,USA,Action,213307889,PG-13,94,6.2,172153,2002
140000000,Walt Disney Pictures,USA,Animation,38176783,PG,95,7.1,79637,2002
60000000,Universal Pictures,USA,Action,91047077,PG-13,92,5.5,110841,2002
25000000,New Line Cinema,USA,Comedy,17844216,R,95,7.3,118802,2002
35000000,Warner Bros.,USA,Horror,30113491,R,91,5.5,80523,2002
43000000,Columbia Pictures Industries,USA,Comedy,24718164,R,88,5.1,48712,2002
47000000,Walt Disney Pictures,USA,Drama,14970038,PG-13,99,6.2,70859,2002
30000000,Universal Pictures,UK,Comedy,41385278,PG-13,101,7.1,151125,2002
35000000,Warner Bros.,USA,Drama,30336800,R,101,5.3,46391,2002
60000000,Castle Rock Entertainment,USA,Comedy,93354851,PG-13,101,6.1,91854,2002
38000000,Columbia Pictures Industries,USA,Crime,40007742,PG-13,115,5.7,32959,2002
80000000,DreamWorks Animation,USA,Animation,73280117,G,83,7.1,50166,2002
80000000,Warner Bros.,USA,Action,56684819,PG-13,96,5.9,108052,2002
30000000,Universal Pictures,USA,Drama,40390647,PG-13,104,5.6,27193,2002
115000000,Metro-Goldwyn-Mayer (MGM),USA,Action,40914068,R,134,6,58906,2002
85000000,Warner Bros.,USA,Action,40077257,R,108,5.5,64737,2002
50000000,Columbia Pictures Industries,USA,Comedy,126293452,PG-13,96,5.8,118036,2002
36000000,New Line Cinema,USA,Crime,71756802,PG-13,116,7.1,106341,2002
70000000,Touchstone Pictures,USA,Action,30160161,PG-13,116,5.6,41284,2002
42000000,Walt Disney Pictures,USA,Crime,41543207,PG-13,115,6.3,32605,2002
15000000,Walt Disney Pictures,USA,Drama,19158074,PG,90,6.7,18985,2002
21000000,Touchstone Pictures,USA,Drama,6835856,PG-13,112,6.7,12451,2002
30000000,New Line Cinema,USA,Comedy,65016287,R,125,7.2,112029,2002
50000000,Warner Bros.,USA,Crime,31874869,R,115,6.1,46166,2002
30000000,Warner Bros.,USA,Action,17322606,PG-13,99,5.4,46341,2002
0,New Line Cinema,USA,Comedy,9680913,PG-13,117,6.1,54019,2002
30000000,Columbia Pictures Industries,USA,Action,62536,R,106,6.2,20617,2002
10000000,Walt Disney Pictures,USA,Action,16033556,PG-13,81,6.2,39559,2002
16000000,Warner Bros.,USA,Drama,16346122,PG-13,109,7.2,26787,2002
65000000,Walt Disney Pictures,USA,Comedy,139236327,G,104,5.6,38234,2002
40000000,Touchstone Pictures,USA,Comedy,7262288,PG-13,85,6.5,18116,2002
16000000,DreamWorks Animation,USA,Comedy,4839383,PG-13,112,6.6,23072,2002
35000000,Walt Disney Pictures,Canada,Adventure,81172560,PG,99,5.1,21710,2002
8500000,Walt Disney Pictures,USA,Drama,28563926,PG-13,85,5,17091,2002
12000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,75782105,PG-13,102,6.3,23871,2002
30000000,Walt Disney Pictures,USA,Comedy,51432423,PG,99,5.1,16153,2002
70000000,Columbia Pictures Industries,USA,Action,33105600,PG-13,97,5.4,43883,2002
18000000,Castle Rock Entertainment,USA,Crime,764554,R,103,7.2,27543,2002
25000000,Universal Pictures,USA,Action,38230435,PG-13,86,5.8,30636,2002
100000000,Castle Rock Entertainment,USA,Comedy,4420080,PG-13,95,3.8,21240,2002
120000000,Columbia Pictures Industries,USA,Animation,64956806,PG,77,5.4,40457,2002
60000000,Universal Pictures,USA,Drama,30063805,PG-13,104,6.1,33117,2002
55000000,Warner Bros.,UK,Comedy,8355815,R,109,6.4,35823,2002
35000000,Walt Disney Pictures,USA,Comedy,16988996,G,88,4,4149,2002
60000000,Warner Bros.,USA,Comedy,32122249,R,96,5.9,73442,2002
55000000,Universal Pictures,Germany,Crime,79161,R,96,5.3,20748,2002
60000000,Universal Pictures,Germany,Mystery,5350371,PG-13,104,4.8,8899,2002
14000000,New Line Cinema,USA,Action,25482931,R,95,5.8,10283,2002
11000000,Universal Pictures,UK,Comedy,3034181,R,94,5.4,13953,2002
0,Columbia Pictures Industries,Hong Kong,Action,76584,R,100,6.7,6623,2002
140000000,Walt Disney Pictures,USA,Action,305413918,PG-13,143,8,886092,2003
94000000,New Line Cinema,USA,Adventure,377845905,PG-13,201,8.9,1332020,2003
40000000,Universal Pictures,UK,Comedy,59696144,R,135,7.7,346409,2003
25000000,Warner Bros.,USA,Crime,90135191,R,138,8,361466,2003
137000000,Universal Pictures,USA,Action,132177234,PG-13,138,5.7,223943,2003
9200000,New Line Cinema,USA,Horror,80571655,R,98,6.2,114916,2003
12600000,Summit Entertainment,USA,Horror,15417771,R,84,6.1,93636,2003
40000000,Walt Disney Pictures,USA,Comedy,138614544,PG,98,5.8,80652,2003
150000000,Warner Bros.,USA,Action,281492479,R,138,7.2,446954,2003
20000000,Walt Disney Pictures,USA,Adventure,67406573,PG,117,7.1,63052,2003
70000000,Columbia Pictures Industries,USA,Adventure,66257002,PG-13,125,8,369336,2003
140000000,Warner Bros.,USA,Action,111110575,R,154,7.7,340268,2003
30000000,Columbia Pictures Industries,USA,Mystery,52159536,R,90,7.3,192146,2003
30000000,New Line Cinema,USA,Action,82622655,R,97,5.8,95076,2003
24000000,DreamWorks Animation,USA,Comedy,75585093,R,88,7.2,193885,2003
76000000,Universal Pictures,USA,Action,127154901,PG-13,107,5.9,211309,2003
150000000,Warner Bros.,Australia,Action,139313948,R,129,6.7,387387,2003
100000000,Universal Pictures,UK,Adventure,48462608,PG,113,6.9,57420,2003
68000000,Castle Rock Entertainment,USA,Drama,33715436,R,136,5.5,80087,2003
110000000,Walt Disney Pictures,Canada,Action,214949694,PG-13,134,7.5,441189,2003
150000000,Walt Disney Pictures,USA,Action,93927920,PG-13,138,7.4,178098,2003
22000000,Touchstone Pictures,USA,Drama,58331254,R,139,7.5,57419,2003
85000000,Columbia Pictures Industries,USA,Action,47726342,PG-13,104,6.7,87321,2003
33000000,New Line Cinema,USA,Comedy,173398518,PG,97,6.9,162013,2003
109000000,Universal Pictures,USA,Adventure,101149285,PG,82,3.8,39497,2003
120000000,Columbia Pictures Industries,USA,Action,100830111,PG-13,106,4.8,105990,2003
