budget,company,country,genre,gross,rating,runtime,score,votes,year
150000000,Walt Disney Pictures,USA,Animation,97822171,G,95,6.9,72807,2007
20000000,Walt Disney Pictures,USA,Action,9525276,R,105,6.8,62804,2007
25000000,Universal Pictures,UK,Comedy,33302167,PG,90,6.3,96177,2007
0,Touchstone Pictures,USA,Action,168273550,PG-13,100,5.9,104256,2007
80000000,Warner Bros.,USA,Sci-Fi,15071514,PG-13,99,5.9,67939,2007
40000000,Castle Rock Entertainment,USA,Comedy,50572589,PG-13,95,6.5,86258,2007
55000000,Universal Pictures,UK,Biography,16285240,PG-13,114,6.9,58073,2007
8600000,The Weinstein Company,USA,Crime,14377198,R,84,6.5,66246,2007
70000000,Universal Pictures,USA,Action,47536778,R,110,7.1,106339,2007
35000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,14998070,R,92,6.2,42926,2007
20000000,DreamWorks Animation,USA,Drama,15800078,PG-13,128,7.6,71096,2007
21000000,Columbia Pictures Industries,USA,Crime,28563179,R,117,6.9,75706,2007
0,Universal Pictures,USA,Comedy,42674040,PG-13,100,5.6,33901,2007
20000000,TriStar Pictures,USA,Drama,47852604,PG-13,96,5.9,65327,2007
100000000,Columbia Pictures Industries,USA,Animation,58867694,PG,85,6.7,57904,2007
25000000,Lionsgate,USA,Action,22466994,R,103,6.3,76529,2007
70000000,Warner Bros.,USA,Crime,36793804,R,122,6.8,52932,2007
20000000,The Weinstein Company,USA,Comedy,25925170,PG-13,106,6.2,51024,2007
0,Universal Pictures,USA,Biography,33231264,PG-13,110,7,53763,2007
20000000,Walt Disney Pictures,USA,Action,10232081,R,99,5.4,38839,2007
22000000,New Line Cinema,USA,Comedy,25628629,PG-13,100,5.2,32229,2007
27000000,New Line Cinema,USA,Comedy,7486906,PG,106,6.8,18187,2007
28000000,Castle Rock Entertainment,USA,Comedy,43107979,PG,104,6.3,62276,2007
0,Lionsgate,USA,Action,3718,R,100,6.1,46635,2007
20000000,Warner Bros.,USA,Comedy,25612520,PG,99,5.9,16948,2007
45000000,New Line Cinema,USA,Drama,4607608,R,139,6.4,20111,2007
40000000,Warner Bros.,USA,Horror,25117498,R,99,5.7,38837,2007
10000000,Castle Rock Entertainment,USA,Comedy,11043445,PG-13,97,6.5,28844,2007
12000000,Lionsgate,Germany,Crime,214202,R,120,7.4,15474,2007
35000000,Warner Bros.,USA,Comedy,43799818,PG-13,91,5.3,33769,2007
12000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,3950294,R,97,7,58595,2007
100000000,Warner Bros.,USA,Comedy,72006777,PG,116,5.6,33861,2007
0,New Line Cinema,USA,Drama,21471047,PG,96,6.3,19523,2007
16000000,DreamWorks Animation,USA,Drama,3287315,R,118,7.2,25351,2007
15000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,3525161,PG-13,100,5.5,15964,2007
45000000,Walt Disney Pictures,USA,Adventure,8791738,PG,99,4.8,13682,2007
10000000,Walt Disney Pictures,USA,Comedy,20342161,R,100,5.9,24543,2007
55000000,Warner Bros.,USA,Drama,5755286,PG-13,124,5.9,18870,2007
185000000,Warner Bros.,USA,Action,534858444,PG-13,152,9,1839571,2008
37000000,Summit Entertainment,USA,Drama,191465414,PG-13,122,5.2,366772,2008
85000000,Universal Pictures,USA,Action,75754670,PG-13,120,7,221241,2008
25000000,Columbia Pictures Industries,USA,Comedy,48237389,PG-13,97,5.5,68405,2008
52000000,Universal Pictures,USA,Comedy,144130063,PG-13,108,6.4,157292,2008
92000000,DreamWorks Animation,USA,Action,110515313,R,107,7,327846,2008
150000000,Warner Bros.,USA,Drama,127509326,PG-13,166,7.8,495968,2008
18000000,Warner Bros.,UK,Action,5694401,R,114,7.3,207016,2008
75000000,Universal Pictures,USA,Action,134508551,R,110,6.7,317547,2008
15000000,Warner Bros.,UK,Drama,141319928,R,120,8,690202,2008
150000000,Universal Pictures,USA,Action,134518390,PG-13,112,6.8,350423,2008
65000000,New Line Cinema,USA,Comedy,152647258,R,145,5.5,104063,2008
65000000,Columbia Pictures Industries,USA,Comedy,100468793,R,98,6.9,227558,2008
35000000,Columbia Pictures Industries,USA,Crime,81159365,PG-13,123,6.8,201705,2008
200000000,Metro-Goldwyn-Mayer (MGM),UK,Action,168368427,PG-13,106,6.6,353784,2008
30000000,Universal Pictures,USA,Comedy,63172463,R,111,7.2,230079,2008
27000000,Columbia Pictures Industries,USA,Action,87341380,R,111,7,272938,2008
15500000,The Weinstein Company,Spain,Drama,23216709,PG-13,96,7.1,212733,2008
35000000,DreamWorks Animation,USA,Drama,22911480,R,119,7.3,162463,2008
35000000,Lionsgate,USA,Action,7948159,R,103,6,52479,2008
145000000,Universal Pictures,USA,Action,102491776,PG-13,112,5.2,128515,2008
150000000,Columbia Pictures Industries,USA,Action,227946274,PG-13,92,6.4,375055,2008
70000000,Warner Bros.,USA,Action,39394666,R,128,7.1,185521,2008
130000000,DreamWorks Animation,USA,Animation,215434591,PG,92,7.6,339024,2008
48000000,Walt Disney Pictures,USA,Comedy,64506874,R,91,5,173949,2008
75000000,Metro-Goldwyn-Mayer (MGM),USA,Drama,83077833,PG-13,121,7.1,197529,2008
32000000,The Weinstein Company,USA,Drama,34194407,R,124,7.6,202175,2008
225000000,Walt Disney Pictures,USA,Action,141621490,PG,150,6.6,162829,2008
50000000,Lionsgate,Germany,Action,42754105,R,92,7,189986,2008
70000000,Warner Bros.,USA,Action,70231041,PG-13,112,5.7,64098,2008
80000000,Warner Bros.,USA,Action,130319208,PG-13,110,6.5,176842,2008
55000000,Columbia Pictures Industries,USA,Drama,69951824,PG-13,123,7.7,249856,2008
28000000,Universal Pictures,Germany,Comedy,67294270,R,99,6.9,202096,2008
85000000,Walt Disney Pictures,USA,Action,80172128,PG-13,88,6.1,256451,2008
20000000,Summit Entertainment,USA,Action,24850922,PG-13,110,6.6,85496,2008
35000000,Columbia Pictures Industries,UK,Biography,26814957,PG-13,115,6.7,89728,2008
50000000,The Weinstein Company,USA,Action,160641,R,115,6.3,66198,2008
0,Universal Pictures,UK,Comedy,31973840,PG-13,112,7.2,135220,2008
90000000,Columbia Pictures Industries,USA,Action,100018837,PG-13,113,5.5,166095,2008
45000000,New Line Cinema,USA,Action,101704370,PG,93,5.8,93923,2008
19000000,Summit Entertainment,USA,Adventure,8402485,R,109,6.5,75976,2008
40000000,Columbia Pictures Industries,USA,Comedy,46012734,PG-13,101,5.9,58284,2008
45000000,Universal Pictures,USA,Action,36316032,R,105,6.4,176350,2008
70000000,Warner Bros.,USA,Comedy,97690976,PG-13,104,6.8,289261,2008
20000000,Universal Pictures,USA,Comedy,19780,PG-13,98,6.1,40439,2008
150000000,Walt Disney Pictures,USA,Animation,114053579,PG,96,6.9,158580,2008
35000000,Walt Disney Pictures,USA,Comedy,80277646,PG-13,99,6.1,149018,2008
25100000,Lionsgate,USA,Biography,25534493,PG-13,129,6.3,42504,2008
105000000,Warner Bros.,USA,Action,94784201,PG-13,109,5.1,114171,2008
130000000,Walt Disney Pictures,UK,Adventure,49554002,PG-13,165,6.6,107593,2008
120000000,Warner Bros.,USA,Action,43945766,PG,135,6,61086,2008
60000000,Lionsgate,USA,Action,19781879,PG-13,103,4.8,55602,2008
80000000,DreamWorks Animation,USA,Action,101111837,PG-13,118,6.6,158402,2008
12000000,New Line Cinema,USA,Adventure,38087366,R,107,6.6,119141,2008
80000000,Walt Disney Pictures,USA,Drama,79366978,PG-13,104,5.5,146633,2008
17500000,Touchstone Pictures,USA,Drama,58017783,PG-13,98,6.2,71816,2008
20000000,Lionsgate,USA,Comedy,14190901,PG-13,87,1.9,78142,2008
11000000,Walt Disney Pictures,USA,Comedy,90559416,G,112,4.6,47545,2008
60000000,New Line Cinema,Germany,Adventure,17303424,PG,106,6.1,64411,2008
150000000,DreamWorks Animation,USA,Animation,180010950,PG,89,6.7,162026,2008
8000000,DreamWorks Animation,USA,Horror,17432844,R,90,5.9,62603,2008
55000000,New Line Cinema,USA,Comedy,33472850,R,91,5.8,70423,2008
40000000,Columbia Pictures Industries,USA,Crime,72266306,PG-13,90,6.6,132882,2008
80000000,Walt Disney Pictures,USA,Comedy,110101975,PG,99,6.1,76733,2008
30000000,New Line Cinema,USA,Crime,15709385,R,130,6.7,55020,2008
20000000,New Line Cinema,UK,Comedy,11169531,PG-13,102,6.4,82776,2008
25000000,TriStar Pictures,USA,Drama,270659,PG-13,93,5.9,29805,2008
20000000,New Line Cinema,USA,Crime,20207003,R,115,6.8,52814,2008
25000000,Universal Pictures,USA,Biography,18593156,R,122,7.7,92248,2008
30000000,Walt Disney Pictures,USA,Drama,20981633,PG-13,104,5.9,81648,2008
40000000,Lionsgate,USA,Comedy,19219250,R,101,5.9,38869,2008
8000000,Metro-Goldwyn-Mayer (MGM),USA,Crime,108662,R,95,6,28065,2008
30000000,Warner Bros.,USA,Drama,41850659,PG-13,97,6,19478,2008
0,The Weinstein Company,USA,Crime,17007,R,95,6,19103,2008
0,Castle Rock Entertainment,USA,Comedy,237958,PG-13,87,6.7,29075,2008
80000000,New Line Cinema,Germany,Comedy,120146040,PG-13,88,5.6,52146,2008
20000000,DreamWorks Animation,USA,Comedy,13214030,PG-13,102,6.7,63093,2008
58000000,Universal Pictures,USA,Comedy,31199215,PG-13,114,6,28721,2008
12000000,Lionsgate,USA,Horror,31418697,PG-13,98,5.4,46394,2008
60000000,Walt Disney Pictures,USA,Adventure,11802056,PG,90,4.9,33540,2008
21000000,Touchstone Pictures,USA,Comedy,16284360,PG-13,120,6.1,15740,2008
60000000,Universal Pictures,UK,Animation,50877145,G,93,6.1,32512,2008
0,Walt Disney Pictures,USA,Adventure,45588608,G,83,4.3,13864,2008
35000000,Universal Pictures,USA,Comedy,42436517,PG-13,100,5.4,11439,2008
130000000,Warner Bros.,USA,Action,107509799,R,162,7.6,419061,2009
237000000,Walt Disney Pictures,UK,Action,760507625,PG-13,162,7.8,954412,2009
75000000,Universal Pictures,USA,Adventure,120540719,R,153,8.3,988686,2009
35000000,Warner Bros.,USA,Comedy,277322503,R,100,7.8,622881,2009
250000000,Warner Bros.,UK,Adventure,301959197,PG,153,7.5,362271,2009
40000000,Walt Disney Pictures,USA,Animation,21002919,PG,87,7.8,154247,2009
23600000,Columbia Pictures Industries,USA,Adventure,75590286,R,88,7.7,419201,2009
19000000,New Line Cinema,USA,Horror,65002019,R,97,5.6,80586,2009
90000000,Warner Bros.,USA,Action,209028679,PG-13,128,7.6,511547,2009
200000000,Columbia Pictures Industries,USA,Action,166112167,PG-13,158,5.8,303766,2009
150000000,Walt Disney Pictures,USA,Action,179883157,PG-13,107,6.7,397838,2009
200000000,DreamWorks Animation,USA,Action,402111870,PG-13,150,6,343549,2009
30000000,Walt Disney Pictures,USA,Action,9353573,PG,85,2.6,60877,2009
30000000,TriStar Pictures,South Africa,Sci-Fi,115646235,R,112,8,566581,2009
150000000,Columbia Pictures Industries,USA,Mystery,133375846,PG-13,138,6.7,232877,2009
40000000,Touchstone Pictures,USA,Comedy,163958031,PG-13,108,6.7,247443,2009
65000000,Walt Disney Pictures,USA,Action,67172594,PG,98,5.7,46750,2009
85000000,Universal Pictures,USA,Action,155064265,PG-13,107,6.6,223114,2009
65000000,DreamWorks Animation,USA,Drama,43818839,PG-13,135,6.7,133076,2009
40000000,New Line Cinema,Germany,Comedy,93953653,PG-13,129,6.4,139962,2009
100000000,Universal Pictures,USA,Biography,97104620,R,140,7,244316,2009
20000000,New Line Cinema,USA,Comedy,64167069,PG-13,102,6.4,155399,2009
80000000,Touchstone Pictures,USA,Action,38577772,PG-13,89,6.3,157149,2009
15000000,Lionsgate,USA,Horror,51545952,R,101,5.5,47784,2009
105000000,Walt Disney Pictures,USA,Animation,104400899,G,97,7.1,97887,2009
40000000,DreamWorks Animation,USA,Comedy,71440011,R,105,7,174712,2009
40000000,Universal Pictures,USA,Action,13838130,PG-13,100,5.9,37859,2009
0,DreamWorks Animation,USA,Drama,28573173,PG-13,87,6.4,66806,2009
26000000,Lionsgate,USA,Drama,28501651,R,105,7.1,94974,2009
38000000,Columbia Pictures Industries,USA,Comedy,88915214,R,96,6.5,175985,2009
60000000,Columbia Pictures Industries,USA,Adventure,43337279,PG-13,97,4.9,80204,2009
40000000,Columbia Pictures Industries,USA,Biography,94125426,PG-13,118,7,86198,2009
40000000,New Line Cinema,USA,Horror,66477700,R,82,5.2,81274,2009
80000000,The Weinstein Company,UK,Drama,19664021,PG-13,118,5.8,39041,2009
38000000,Summit Entertainment,USA,Action,31806100,PG-13,111,6.1,95423,2009
75000000,Universal Pictures,USA,Comedy,51855045,R,146,6.3,104307,2009
10000000,Lionsgate,USA,Drama,47395661,R,110,7.3,93354,2009
50000000,Lionsgate,USA,Action,20488579,R,95,5.8,118535,2009
60000000,Universal Pictures,USA,Comedy,109205660,PG-13,113,5.5,87743,2009
30000000,Universal Pictures,USA,Horror,42100625,PG-13,99,6.6,166655,2009
50000000,Universal Pictures,UK,Comedy,7994115,R,135,7.4,95825,2009
20000000,Lionsgate,Australia,Action,30101577,R,98,6.5,110514,2009
175000000,DreamWorks Animation,USA,Animation,198351526,PG,94,6.5,123919,2009
26000000,Columbia Pictures Industries,USA,Action,20819129,PG,91,5.2,89303,2009
100000000,Columbia Pictures Industries,USA,Action,65452312,R,106,6.4,160641,2009
39000000,New Line Cinema,USA,Drama,63414846,PG-13,107,7.1,122959,2009
50000000,Summit Entertainment,USA,Drama,79957634,PG-13,121,6.2,197063,2009
100000000,Columbia Pictures Industries,USA,Animation,124870275,PG,90,7,167156,2009
16000000,Warner Bros.,USA,Drama,15045676,PG-13,115,5.6,80381,2009
60000000,Warner Bros.,USA,Biography,37491364,PG-13,134,7.4,132427,2009
150000000,Walt Disney Pictures,USA,Adventure,177243721,PG,105,5.9,143636,2009
100000000,Universal Pictures,USA,Adventure,49438370,PG-13,102,5.4,54864,2009
85000000,Universal Pictures,USA,Comedy,112735375,R,100,6.6,74245,2009
100000000,Warner Bros.,Germany,Adventure,77233467,PG,101,6.8,91833,2009
20000000,Lionsgate,USA,Action,13630226,R,96,6.2,121567,2009
35000000,DreamWorks Animation,Germany,Comedy,73034460,PG,100,5.4,17784,2009
0,Universal Pictures,USA,Drama,37017955,PG-13,127,7.1,118835,2009
42000000,Universal Pictures,USA,Comedy,60054530,R,81,5.8,125840,2009
10000000,Universal Pictures,USA,Mystery,25464480,PG-13,98,5.9,66304,2009
0,Lionsgate,USA,Drama,55389516,PG-13,92,5.9,53262,2009
40000000,Warner Bros.,Germany,Action,38105077,R,99,6.4,60987,2009
35000000,Warner Bros.,USA,Action,10275638,R,101,5.5,33530,2009
18500000,Warner Bros.,USA,Comedy,18439082,PG-13,100,6.4,99595,2009
90000000,Walt Disney Pictures,USA,Animation,196573705,PG,94,7,182575,2009
200000000,Walt Disney Pictures,USA,Animation,137855863,PG,96,6.8,80819,2009
50000000,Columbia Pictures Industries,USA,Action,25450527,R,118,6.5,83114,2009
0,Touchstone Pictures,USA,Comedy,44277350,PG,104,5.9,66680,2009
35000000,Walt Disney Pictures,USA,Comedy,49492060,PG,100,5.4,32674,2009
22000000,Warner Bros.,USA,Comedy,33313582,R,108,6.5,55457,2009
18000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,22455510,PG,107,5,14706,2009
60000000,Universal Pictures,USA,Comedy,40572825,PG-13,125,6.2,43170,2009
3900000,The Weinstein Company,USA,Adventure,688529,PG-13,100,6.6,51872,2009
8000000,Lionsgate,USA,Comedy,16734283,PG,97,5.6,18623,2009
60000000,DreamWorks Animation,UK,Biography,31670931,PG-13,117,6.7,45900,2009
45000000,Walt Disney Pictures,USA,Animation,25200412,PG,86,5.4,17909,2009
18000000,Universal Pictures,USA,Drama,22927390,PG-13,100,5.6,27008,2009
40000000,Warner Bros.,USA,Comedy,20916309,PG,89,4.8,5645,2009
19000000,The Weinstein Company,USA,Crime,454149,R,113,6.8,20514,2009
70000000,Metro-Goldwyn-Mayer (MGM),USA,Adventure,35922978,PG,92,5.6,35845,2009
58000000,Columbia Pictures Industries,USA,Comedy,29580087,PG-13,100,4.8,31604,2009
18000000,Universal Pictures,Spain,Drama,5014305,R,127,7.2,33400,2009
10000000,Columbia Pictures Industries,UK,Biography,449558,R,98,7.6,34976,2009
160000000,Warner Bros.,USA,Action,292576195,PG-13,148,8.8,1629342,2010
60000000,Universal Pictures,USA,Action,31494270,PG-13,112,7.5,302029,2010
0,Warner Bros.,UK,Adventure,295983305,PG-13,146,7.7,368576,2010
20000000,DreamWorks Animation,USA,Comedy,31584722,R,100,6.4,107464,2010
125000000,Warner Bros.,USA,Action,163214888,PG-13,106,5.8,241875,2010
40000000,Columbia Pictures Industries,USA,Biography,96962694,PG-13,120,7.7,521956,2010
69000000,Universal Pictures,USA,Animation,251513985,PG,95,7.7,422190,2010
37000000,Warner Bros.,USA,Crime,92186262,R,125,7.6,299626,2010
260000000,Walt Disney Pictures,USA,Animation,200821936,PG,100,7.8,325621,2010
170000000,Walt Disney Pictures,USA,Action,172062763,PG,100,6.8,278124,2010
200000000,Walt Disney Pictures,USA,Adventure,334191110,PG,108,6.5,331389,2010
35000000,New Line Cinema,USA,Horror,63075011,R,95,5.2,79930,2010
58000000,Summit Entertainment,USA,Action,90380162,PG-13,111,7.1,254554,2010
100000000,New Line Cinema,USA,Comedy,95347692,R,146,4.4,63699,2010
110000000,Walt Disney Pictures,USA,Action,77222099,PG-13,117,6.8,222505,2010
117000000,Walt Disney Pictures,USA,Action,76423035,PG-13,109,6.3,157815,2010
200000000,Walt Disney Pictures,USA,Animation,415004880,G,103,8.3,603472,2010
165000000,DreamWorks Animation,USA,Animation,217581231,PG,98,8.1,538360,2010
16000000,Summit Entertainment,USA,Drama,19068240,PG-13,113,7.2,121432,2010
200000000,Walt Disney Pictures,USA,Action,90759676,PG-13,116,6.6,237542,2010
80000000,Columbia Pictures Industries,USA,Comedy,162001186,PG-13,102,6,194404,2010
35000000,Universal Pictures,UK,Comedy,29197642,PG,109,6.1,21695,2010
200000000,Universal Pictures,USA,Action,105269730,PG-13,140,6.7,224548,2010
110000000,Columbia Pictures Industries,USA,Action,118311368,PG-13,100,6.4,259831,2010
55000000,Walt Disney Pictures,USA,Comedy,98711404,PG-13,88,6.3,135458,2010
40000000,Walt Disney Pictures,USA,Action,52000688,R,107,6.4,182863,2010
35000000,Lionsgate,USA,Crime,21148651,PG-13,133,7.4,155358,2010
100000000,Columbia Pictures Industries,USA,Action,119219978,PG-13,107,6.7,204044,2010
19000000,Universal Pictures,USA,Comedy,25918920,PG,100,6.5,77685,2010
40000000,Columbia Pictures Industries,USA,Action,176591618,PG,140,6.2,131784,2010
68000000,Summit Entertainment,USA,Adventure,300531751,PG-13,124,4.9,195941,2010
55000000,Touchstone Pictures,USA,Comedy,32669555,PG-13,91,5.6,53883,2010
36000000,Metro-Goldwyn-Mayer (MGM),USA,Comedy,50287556,R,101,6.4,145648,2010
100000000,Walt Disney Pictures,USA,Action,81562942,PG-13,98,6.8,160551,2010
52000000,New Line Cinema,USA,Comedy,110485654,PG-13,125,5.7,100570,2010
80000000,Warner Bros.,UK,Crime,43313890,R,117,6.6,79774,2010
44000000,Universal Pictures,USA,Drama,31162545,PG-13,100,6.5,50872,2010
130000000,DreamWorks Animation,USA,Animation,148415853,PG,95,7.3,188234,2010
165000000,DreamWorks Animation,USA,Animation,238371987,PG,93,6.3,150636,2010
14000000,Castle Rock Entertainment,USA,Comedy,1752214,PG,100,7.7,67346,2010
20000000,Touchstone Pictures,USA,Comedy,25702053,PG,100,5.8,43588,2010
150000000,Walt Disney Pictures,USA,Action,63150991,PG,109,6.1,133390,2010
70000000,Walt Disney Pictures,USA,Drama,52474616,PG-13,133,6.2,88518,2010
60000000,Columbia Pictures Industries,USA,Drama,80574010,PG-13,133,5.7,69859,2010
65000000,Warner Bros.,USA,Comedy,100539043,R,95,6.6,287021,2010
25000000,Warner Bros.,USA,Action,23580735,PG-13,97,6.4,78545,2010
100000000,Universal Pictures,USA,Comedy,148383780,PG-13,98,5.5,91634,2010
0,Universal Pictures,USA,Comedy,60974475,R,109,6.4,153864,2010
20000000,Touchstone Pictures,USA,Drama,62950384,PG,100,5.9,66108,2010
10000000,Universal Pictures,USA,Horror,33583175,PG-13,80,6.3,112284,2010
150000000,Universal Pictures,USA,Drama,61979680,R,103,5.8,93175,2010
47000000,Warner Bros.,USA,Action,10539414,PG-13,81,4.7,48504,2010
40000000,Columbia Pictures Industries,USA,Action,67061228,PG-13,110,5.5,103868,2010
0,The Weinstein Company,UK,Comedy,466702,R,97,7.3,72965,2010
120000000,Columbia Pictures Industries,USA,Comedy,30212620,PG-13,100,5.4,37605,2010
75000000,Lionsgate,USA,Action,47059963,PG-13,100,5.4,77029,2010
30000000,Summit Entertainment,USA,Adventure,53032453,PG,100,6.6,79868,2010
100000000,Universal Pictures,UK,Action,35053660,R,115,6.8,116142,2010
50000000,Warner Bros.,USA,Drama,32746941,PG-13,129,6.5,83345,2010
80000000,Warner Bros.,USA,Animation,55675313,PG,97,7,69624,2010
37000000,Warner Bros.,USA,Action,44875481,R,107,5.6,78157,2010
30000000,Summit Entertainment,USA,Drama,42400223,PG-13,107,6.2,50180,2010
32000000,Universal Pictures,USA,Action,13794835,R,111,6.3,91561,2010
48000000,Walt Disney Pictures,USA,Comedy,60022256,PG,101,5,33336,2010
35000000,Walt Disney Pictures,USA,Biography,59713955,PG,123,7.2,22288,2010
112000000,Walt Disney Pictures,USA,Adventure,42779261,PG,85,4.9,56336,2010
32000000,New Line Cinema,USA,Comedy,17804299,R,100,6.3,52508,2010
4000000,The Weinstein Company,USA,Comedy,53630,R,90,6.5,9432,2010
80000000,Warner Bros.,USA,Animation,100246011,PG,100,4.6,17533,2010
0,Lionsgate,USA,Drama,37721949,R,100,6,6359,2010
50000000,Walt Disney Pictures,USA,Comedy,33644788,PG,100,4.2,12104,2010
35000000,Summit Entertainment,USA,Comedy,17596256,PG,100,3.8,13245,2010
125000000,Warner Bros.,USA,Adventure,381011219,PG-13,130,8.1,608969,2011
163000000,Universal Pictures,USA,Action,100240551,PG-13,119,6,182868,2011
250000000,Walt Disney Pictures,USA,Action,241071802,PG-13,100,6.6,408968,2011
25000000,DreamWorks Animation,USA,Drama,169708112,PG-13,146,8.1,351321,2011
90000000,Columbia Pictures Industries,USA,Crime,102515793,R,158,7.8,356094,2011
32500000,Universal Pictures,USA,Comedy,169106725,R,125,6.8,232190,2011
82000000,Warner Bros.,USA,Action,36392502,PG-13,110,6.1,207858,2011
25000000,Lionsgate,USA,Drama,13657115,PG-13,140,8.2,365224,2011
160000000,Walt Disney Pictures,USA,Action,146408305,PG-13,132,7.8,561501,2011
200000000,Warner Bros.,USA,Action,116601172,PG-13,114,5.6,235591,2011
93000000,Walt Disney Pictures,USA,Action,176760185,PG-13,105,7.6,439105,2011
50000000,Walt Disney Pictures,USA,Comedy,75624550,PG,124,7.1,118916,2011
32000000,Summit Entertainment,USA,Mystery,54712227,PG-13,93,7.5,414859,2011
80000000,Columbia Pictures Industries,USA,Comedy,103028109,PG-13,117,6.4,185840,2011
40000000,Lionsgate,USA,Crime,58009200,R,118,7.3,184728,2011
35000000,New Line Cinema,USA,Comedy,117538559,R,106,6.9,375032,2011
60000000,DreamWorks Animation,USA,Action,55100437,PG-13,109,6.1,205616,2011
20000000,Columbia Pictures Industries,USA,Comedy,100292856,R,92,5.7,169725,2011
50000000,Columbia Pictures Industries,USA,Biography,75605492,PG-13,133,7.6,302465,2011
110000000,Summit Entertainment,USA,Adventure,281287133,PG-13,117,4.9,193280,2011
125000000,Warner Bros.,USA,Action,186848418,PG-13,129,7.5,365008,2011
125000000,Universal Pictures,USA,Action,209837675,PG-13,130,7.3,307369,2011
50200000,Universal Pictures,USA,Romance,62495645,PG-13,106,7.1,211918,2011
110000000,DreamWorks Animation,USA,Action,85468508,PG-13,127,7.1,268336,2011
40000000,Universal Pictures,USA,Adventure,37412945,R,104,7,205426,2011
52000000,Universal Pictures,USA,Comedy,37081475,R,112,6.3,144130,2011
60000000,Warner Bros.,USA,Drama,75658097,PG-13,106,6.6,189798,2011
35000000,Lionsgate,USA,Action,28087155,PG-13,106,5.1,68380,2011
75000000,Summit Entertainment,Germany,Action,20377913,PG-13,110,5.8,93671,2011
8000000,Summit Entertainment,USA,Comedy,35014192,R,100,7.7,285675,2011
36000000,New Line Cinema,USA,Comedy,45060734,R,105,5.9,108256,2011
80000000,Warner Bros.,USA,Comedy,254464305,R,102,6.5,402097,2011
200000000,Walt Disney Pictures,USA,Animation,191452396,G,106,6.2,116477,2011
135000000,Columbia Pictures Industries,USA,Animation,77591831,PG,107,7.4,188070,2011
49900000,Universal Pictures,USA,Adventure,21596445,R,102,5.6,89047,2011
66000000,DreamWorks Animation,USA,Drama,79884879,PG-13,146,7.2,125204,2011
45000000,Universal Pictures,USA,Action,8305970,PG,101,6.3,95736,2011
12500000,Columbia Pictures Industries,USA,Drama,40962534,R,101,7.1,198569,2011
70000000,Columbia Pictures Industries,USA,Action,83552429,PG-13,116,5.8,160672,2011
30000000,DreamWorks Animation,USA,Comedy,18298649,R,106,6.4,89412,2011
90000000,Walt Disney Pictures,USA,Animation,143619809,G,96,6.9,177152,2011
110000000,Columbia Pictures Industries,USA,Animation,142614158,PG,100,5.5,71925,2011
40000000,New Line Cinema,USA,Horror,42587643,R,92,5.9,89887,2011
0,The Weinstein Company,UK,Biography,14600347,R,99,7,75373,2011
150000000,DreamWorks Animation,USA,Animation,165249063,PG,90,7.3,203107,2011
57000000,Columbia Pictures Industries,USA,Action,51774002,PG-13,96,4.3,94617,2011
42000000,Warner Bros.,USA,Fantasy,37662162,PG-13,100,5.4,96451,2011
0,Walt Disney Pictures,USA,Comedy,30538669,R,81,5.7,62890,2011
75000000,Universal Pictures,USA,Action,78046570,PG-13,104,6.2,116459,2011
50000000,Summit Entertainment,USA,Action,10706786,R,104,5.4,85499,2011
56000000,New Line Cinema,USA,Comedy,54544638,PG-13,113,5.7,70914,2011
30000000,Universal Pictures,USA,Comedy,35608245,PG-13,98,6.1,53606,2011
37000000,New Line Cinema,USA,Drama,33047633,PG-13,114,6,80181,2011
40000000,Warner Bros.,USA,Adventure,31847881,PG-13,129,6.9,87522,2011
70000000,Universal Pictures,USA,Comedy,48475290,PG-13,111,5.3,45768,2011
28000000,Columbia Pictures Industries,Germany,Action,37053924,R,83,6.1,82495,2011
120000000,Columbia Pictures Industries,USA,Action,98780042,PG-13,100,5.8,142094,2011
45000000,Walt Disney Pictures,USA,Adventure,88631237,PG,100,7.1,78440,2011
30000000,Summit Entertainment,USA,Action,21426805,PG-13,89,4.9,51758,2011
36000000,Touchstone Pictures,UK,Animation,99967670,G,84,6,45274,2011
79000000,Columbia Pictures Industries,USA,Comedy,74158157,PG,91,3.4,65046,2011
130000000,DreamWorks Animation,USA,Animation,149260504,PG,90,6.7,122582,2011
63000000,Universal Pictures,USA,Animation,108085305,PG,100,5.5,26043,2011
80000000,Columbia Pictures Industries,USA,Comedy,80360843,PG,100,5.2,48201,2011
21000000,Summit Entertainment,USA,Drama,970816,PG-13,91,6.7,42609,2011
55000000,Walt Disney Pictures,USA,Comedy,68224452,PG,100,6,73019,2011
30000000,Columbia Pictures Industries,UK,Drama,4463292,PG-13,130,6.9,36079,2011
30000000,Walt Disney Pictures,USA,Animation,26692846,G,100,7.2,16941,2011
135000000,Warner Bros.,Australia,Animation,64006466,PG,100,5.9,34974,2011
30000000,Universal Pictures,USA,Adventure,23070045,R,108,5.9,49065,2011
19000000,New Line Cinema,USA,Adventure,35033759,R,90,6.3,58470,2011
40000000,Warner Bros.,USA,Comedy,33035397,PG-13,110,5.7,47103,2011
2000000,TriStar Pictures,USA,Drama,34522221,PG-13,100,7,16417,2011
